date,bitcoin,overlap
2020-08-08,6.0,1
2020-08-09,6.0,1
2020-08-10,6.0,1
2020-08-11,6.0,1
2020-08-12,6.0,1
2020-08-13,6.0,1
2020-08-14,6.0,1
2020-08-15,6.0,1
2020-08-16,6.0,1
2020-08-17,7.0,1
2020-08-18,6.0,1
2020-08-19,6.0,1
2020-08-20,6.0,1
2020-08-21,5.0,1
2020-08-22,6.0,1
2020-08-23,4.0,1
2020-08-24,5.0,1
2020-08-25,5.0,1
2020-08-26,5.0,1
2020-08-27,5.0,1
2020-08-28,5.0,1
2020-08-29,4.0,1
2020-08-30,5.0,1
2020-08-31,5.0,1
2020-09-01,5.0,1
2020-09-02,5.0,1
2020-09-03,6.0,1
2020-09-04,6.0,1
2020-09-05,6.0,1
2020-09-06,5.0,1
2020-09-07,5.0,1
2020-09-08,5.0,1
2020-09-09,5.0,1
2020-09-10,5.0,1
2020-09-11,5.0,1
2020-09-12,4.0,1
2020-09-13,4.0,1
2020-09-14,4.0,1
2020-09-15,5.0,1
2020-09-16,5.0,1
2020-09-17,4.0,1
2020-09-18,4.0,1
2020-09-19,4.0,1
2020-09-20,4.0,1
2020-09-21,4.0,1
2020-09-22,4.0,1
2020-09-23,4.0,1
2020-09-24,4.0,1
2020-09-25,4.0,1
2020-09-26,4.0,1
2020-09-27,4.0,1
2020-09-28,4.0,1
2020-09-29,4.0,1
2020-09-30,4.0,1
2020-10-01,3.0,1
2020-10-02,4.0,1
2020-10-03,3.0,1
2020-10-04,3.0,1
2020-10-05,4.0,
2020-10-06,3.0,
2020-10-07,3.0,
2020-10-08,4.0,
2020-10-09,4.0,
2020-10-10,4.0,
2020-10-11,4.0,
2020-10-12,4.0,
2020-10-13,4.0,
2020-10-14,4.0,
2020-10-15,4.0,
2020-10-16,4.0,
2020-10-17,4.0,
2020-10-18,3.0,
2020-10-19,4.0,
2020-10-20,5.0,
2020-10-21,7.0,
2020-10-22,7.0,
2020-10-23,6.0,
2020-10-24,5.0,
2020-10-25,6.0,
2020-10-26,6.0,
2020-10-27,6.0,
2020-10-28,7.0,
2020-10-29,6.0,
2020-10-30,6.0,
2020-10-31,6.0,
2020-11-01,6.0,
2020-11-02,6.0,
2020-11-03,5.0,
2020-11-04,5.0,
2020-11-05,9.0,
2020-11-06,9.0,
2020-11-07,7.0,
2020-11-08,6.0,
2020-11-09,7.0,
2020-11-10,6.0,
2020-11-11,6.0,
2020-11-12,7.0,
2020-11-13,8.0,
2020-11-14,6.0,
2020-11-15,6.0,
2020-11-16,7.0,
2020-11-17,10.0,
2020-11-18,12.0,
2020-11-19,11.0,
2020-11-20,10.0,
2020-11-21,11.0,
2020-11-22,9.0,
2020-11-23,9.0,
2020-11-24,14.0,
2020-11-25,12.0,
2020-11-26,13.0,
2020-11-27,9.0,
2020-11-28,9.0,
2020-11-29,7.0,
2020-11-30,10.0,
2020-12-01,12.0,
2020-12-02,9.0,
2020-12-03,8.0,
2020-12-04,9.0,
2020-12-05,8.0,
2020-12-06,8.0,
2020-12-07,7.0,
2020-12-08,7.0,
2020-12-09,8.0,
2020-12-10,7.0,
2020-12-11,8.0,
2020-12-12,7.0,1
2020-12-13,7.0,1
2020-12-14,7.0,1
2020-12-15,7.0,1
2020-12-16,13.0,1
2020-12-17,23.0,1
2020-12-18,15.0,1
2020-12-19,12.0,1
2020-12-20,12.0,1
2020-12-21,14.0,1
2020-12-22,11.0,1
2020-12-23,11.0,1
2020-12-24,10.0,1
2020-12-25,12.0,1
2020-12-26,17.0,1
2020-12-27,20.0,1
2020-12-28,18.0,1
2020-12-29,15.0,1
2020-12-30,18.0,1
2020-12-31,18.0,1
2021-01-01,17.0,1
2021-01-02,27.0,1
2021-01-03,31.0,1
2021-01-04,28.0,1
2021-01-05,23.0,1
2021-01-06,24.0,1
2021-01-07,38.0,1
2021-01-08,36.0,1
2021-01-09,29.0,1
2021-01-10,29.0,1
2021-01-11,43.0,1
2021-01-12,29.0,1
2021-01-13,28.0,1
2021-01-14,28.0,1
2021-01-15,26.0,1
2021-01-16,20.0,1
2021-01-17,18.0,1
2021-01-18,18.0,1
2021-01-19,18.0,1
2021-01-20,16.0,1
2021-01-21,22.0,1
2021-01-22,23.0,1
2021-01-23,17.0,1
2021-01-24,14.0,1
2021-01-25,15.0,1
2021-01-26,15.0,1
2021-01-27,16.0,1
2021-01-28,16.0,1
2021-01-29,25.0,1
2021-01-30,19.0,1
2021-01-31,16.0,1
2021-02-01,16.0,1
2021-02-02,14.0,1
2021-02-03,15.0,1
2021-02-04,16.0,1
2021-02-05,14.0,1
2021-02-06,18.0,1
2021-02-07,15.0,1
2021-02-08,35.0,1
2021-02-09,39.0,1
2021-02-10,28.0,1
2021-02-11,24.0,1
2021-02-12,26.0,1
2021-02-13,21.0,1
2021-02-14,21.0,1
2021-02-15,21.0,1
2021-02-16,24.0,1
2021-02-17,29.0,1
2021-02-18,25.0,1
2021-02-19,29.0,1
2021-02-20,31.0,1
2021-02-21,28.0,1
2021-02-22,30.0,1
2021-02-23,39.0,1
2021-02-24,31.0,1
2021-02-25,24.0,1
2021-02-26,25.0,1
2021-02-27,20.0,1
2021-02-28,20.0,1
2021-03-01,20.0,1
2021-03-02,20.0,1
2021-03-03,19.0,1
2021-03-04,18.0,1
2021-03-05,17.0,1
2021-03-06,15.0,1
2021-03-07,15.0,1
2021-03-08,16.0,1
2021-03-09,19.0,1
2021-03-10,18.0,1
2021-03-11,18.0,1
2021-03-12,19.0,1
2021-03-13,23.0,1
2021-03-14,24.0,1
2021-03-15,20.0,1
2021-03-16,19.0,1
2021-03-17,18.0,1
2021-03-18,18.0,1
2021-03-19,15.0,1
2021-03-20,15.0,1
2021-03-21,15.0,1
2021-03-22,16.0,1
2021-03-23,16.0,
2021-03-24,19.0,
2021-03-25,19.0,
2021-03-26,15.0,
2021-03-27,15.0,
2021-03-28,14.0,
2021-03-29,15.0,
2021-03-30,16.0,
2021-03-31,15.0,
2021-04-01,19.0,
2021-04-02,15.0,
2021-04-03,15.0,
2021-04-04,14.0,
2021-04-05,15.0,
2021-04-06,15.0,
2021-04-07,15.0,
2021-04-08,14.0,
2021-04-09,13.0,
2021-04-10,15.0,
2021-04-11,15.0,
2021-04-12,15.0,
2021-04-13,20.0,
2021-04-14,23.0,
2021-04-15,18.0,
2021-04-16,20.0,
2021-04-17,16.0,
2021-04-18,30.0,
2021-04-19,24.0,
2021-04-20,21.0,
2021-04-21,17.0,
2021-04-22,20.0,
2021-04-23,32.0,
2021-04-24,22.0,
2021-04-25,19.0,
2021-04-26,21.0,
2021-04-27,19.0,
2021-04-28,18.0,
2021-04-29,16.0,
2021-04-30,16.0,
2021-05-01,14.0,
2021-05-02,14.0,
2021-05-03,16.0,
2021-05-04,16.0,
2021-05-05,16.0,
2021-05-06,14.0,
2021-05-07,15.0,
2021-05-08,15.0,
2021-05-09,15.0,
2021-05-10,18.0,
2021-05-11,15.0,
2021-05-12,15.0,
2021-05-13,38.0,
2021-05-14,24.0,
2021-05-15,19.0,
2021-05-16,23.0,
2021-05-17,30.0,
2021-05-18,24.0,
2021-05-19,57.0,
2021-05-20,44.0,
2021-05-21,35.0,
2021-05-22,29.0,
2021-05-23,32.0,
2021-05-24,31.0,
2021-05-25,26.0,
2021-05-26,22.0,
2021-05-27,18.0,
2021-05-28,21.0,
2021-05-29,22.0,
2021-05-30,18.0,1
2021-05-31,18.0,1
2021-06-01,18.0,1
2021-06-02,17.0,1
2021-06-03,16.0,1
2021-06-04,19.0,1
2021-06-05,16.0,1
2021-06-06,18.0,1
2021-06-07,18.0,1
2021-06-08,25.0,1
2021-06-09,21.0,1
2021-06-10,18.0,1
2021-06-11,15.0,1
2021-06-12,14.0,1
2021-06-13,15.0,1
2021-06-14,19.0,1
2021-06-15,16.0,1
2021-06-16,15.0,1
2021-06-17,14.0,1
2021-06-18,13.0,1
2021-06-19,11.0,1
2021-06-20,14.0,1
2021-06-21,19.0,1
2021-06-22,24.0,1
2021-06-23,16.0,1
2021-06-24,15.0,1
2021-06-25,15.0,1
2021-06-26,14.0,1
2021-06-27,14.0,1
2021-06-28,14.0,1
2021-06-29,13.0,1
2021-06-30,12.0,1
2021-07-01,11.0,1
2021-07-02,12.0,1
2021-07-03,11.0,1
2021-07-04,11.0,1
2021-07-05,12.0,1
2021-07-06,10.0,1
2021-07-07,9.0,1
2021-07-08,10.0,1
2021-07-09,10.0,1
2021-07-10,10.0,1
2021-07-11,9.0,1
2021-07-12,10.0,1
2021-07-13,10.0,1
2021-07-14,10.0,1
2021-07-15,10.0,1
2021-07-16,10.0,1
2021-07-17,10.0,1
2021-07-18,9.0,1
2021-07-19,11.0,1
2021-07-20,14.0,1
2021-07-21,13.0,1
2021-07-22,12.0,1
2021-07-23,10.0,1
2021-07-24,10.0,1
2021-07-25,11.0,1
2021-07-26,20.0,1
2021-07-27,14.0,1
2021-07-28,14.0,1
2021-07-29,11.0,1
2021-07-30,11.0,1
2021-07-31,12.0,1
2021-08-01,11.0,1
2021-08-02,10.0,1
2021-08-03,11.0,1
2021-08-04,10.0,1
2021-08-05,10.0,1
2021-08-06,11.0,1
2021-08-07,13.0,1
2021-08-08,13.0,1
2021-08-09,13.0,1
2021-08-10,13.0,1
2021-08-11,13.0,1
2021-08-12,13.0,1
2021-08-13,12.0,1
2021-08-14,12.0,1
2021-08-15,11.0,1
2021-08-16,12.0,1
2021-08-17,10.0,1
2021-08-18,11.0,1
2021-08-19,10.0,1
2021-08-20,12.0,1
2021-08-21,11.0,1
2021-08-22,11.0,1
2021-08-23,14.0,1
2021-08-24,13.0,1
2021-08-25,12.0,1
2021-08-26,11.0,1
2021-08-27,10.0,1
2021-08-28,9.0,1
2021-08-29,10.0,1
2021-08-30,10.0,1
2021-08-31,9.0,1
2021-09-01,9.0,1
2021-09-02,9.0,1
2021-09-03,10.0,1
2021-09-04,9.0,1
2021-09-05,10.0,1
2021-09-06,12.0,1
2021-09-07,19.0,1
2021-09-08,18.0,
2021-09-09,13.0,
2021-09-10,11.0,
2021-09-11,10.0,
2021-09-12,8.0,
2021-09-13,9.0,
2021-09-14,10.0,
2021-09-15,10.0,
2021-09-16,10.0,
2021-09-17,9.0,
2021-09-18,9.0,
2021-09-19,8.0,
2021-09-20,12.0,
2021-09-21,13.0,
2021-09-22,12.0,
2021-09-23,11.0,
2021-09-24,15.0,
2021-09-25,11.0,
2021-09-26,9.0,
2021-09-27,10.0,
2021-09-28,9.0,
2021-09-29,9.0,
2021-09-30,9.0,
2021-10-01,12.0,
2021-10-02,9.0,
2021-10-03,9.0,
2021-10-04,11.0,
2021-10-05,12.0,
2021-10-06,14.0,
2021-10-07,14.0,
2021-10-08,11.0,
2021-10-09,10.0,
2021-10-10,10.0,
2021-10-11,12.0,
2021-10-12,13.0,
2021-10-13,11.0,
2021-10-14,12.0,
2021-10-15,16.0,
2021-10-16,15.0,
2021-10-17,13.0,
2021-10-18,14.0,
2021-10-19,16.0,
2021-10-20,21.0,
2021-10-21,19.0,
2021-10-22,16.0,
2021-10-23,12.0,
2021-10-24,12.0,
2021-10-25,13.0,
2021-10-26,13.0,
2021-10-27,15.0,
2021-10-28,13.0,
2021-10-29,13.0,
2021-10-30,11.0,
2021-10-31,10.0,
2021-11-01,11.0,
2021-11-02,12.0,
2021-11-03,11.0,
2021-11-04,12.0,
2021-11-05,11.0,
2021-11-06,9.0,
2021-11-07,9.0,
2021-11-08,14.0,
2021-11-09,15.0,
2021-11-10,14.0,
2021-11-11,13.0,
2021-11-12,12.0,
2021-11-13,11.0,
2021-11-14,11.0,
2021-11-15,11.0,1
2021-11-16,15.0,1
2021-11-17,13.0,1
2021-11-18,14.0,1
2021-11-19,14.0,1
2021-11-20,10.0,1
2021-11-21,11.0,1
2021-11-22,12.0,1
2021-11-23,13.0,1
2021-11-24,13.0,1
2021-11-25,11.0,1
2021-11-26,14.0,1
2021-11-27,11.0,1
2021-11-28,11.0,1
2021-11-29,12.0,1
2021-11-30,14.0,1
2021-12-01,11.0,1
2021-12-02,10.0,1
2021-12-03,11.0,1
2021-12-04,25.0,1
2021-12-05,18.0,1
2021-12-06,16.0,1
2021-12-07,15.0,1
2021-12-08,12.0,1
2021-12-09,13.0,1
2021-12-10,14.0,1
2021-12-11,11.0,1
2021-12-12,10.0,1
2021-12-13,13.0,1
2021-12-14,14.0,1
2021-12-15,13.0,1
2021-12-16,11.0,1
2021-12-17,11.0,1
2021-12-18,11.0,1
2021-12-19,10.0,1
2021-12-20,12.0,1
2021-12-21,11.0,1
2021-12-22,10.0,1
2021-12-23,11.0,1
2021-12-24,11.0,1
2021-12-25,11.0,1
2021-12-26,10.0,1
2021-12-27,10.0,1
2021-12-28,12.0,1
2021-12-29,11.0,1
2021-12-30,10.0,1
2021-12-31,10.0,1
2022-01-01,11.0,1
2022-01-02,11.0,1
2022-01-03,12.0,1
2022-01-04,43.0,1
2022-01-05,30.0,1
2022-01-06,28.0,1
2022-01-07,19.0,1
2022-01-08,16.0,1
2022-01-09,15.0,1
2022-01-10,15.0,1
2022-01-11,14.0,1
2022-01-12,13.0,1
2022-01-13,37.0,1
2022-01-14,20.0,1
2022-01-15,11.0,1
2022-01-16,33.0,1
2022-01-17,16.0,1
2022-01-18,15.0,1
2022-01-19,12.0,1
2022-01-20,11.0,1
2022-01-21,22.0,1
2022-01-22,27.0,1
2022-01-23,18.0,1
2022-01-24,100.0,1
2022-01-25,40.0,1
2022-01-26,24.0,1
2022-01-27,16.0,1
2022-01-28,14.0,1
2022-01-29,14.0,1
2022-01-30,13.0,1
2022-01-31,12.0,1
2022-02-01,14.0,1
2022-02-02,13.0,1
2022-02-03,13.0,1
2022-02-04,14.0,1
2022-02-05,15.0,1
2022-02-06,12.0,1
2022-02-07,15.0,1
2022-02-08,14.0,1
2022-02-09,14.0,1
2022-02-10,27.0,1
2022-02-11,12.0,1
2022-02-12,10.0,1
2022-02-13,10.0,1
2022-02-14,11.0,1
2022-02-15,11.0,1
2022-02-16,11.0,1
2022-02-17,11.0,1
2022-02-18,12.0,1
2022-02-19,10.0,1
2022-02-20,11.0,1
2022-02-21,13.0,1
2022-02-22,14.0,1
2022-02-23,11.0,1
2022-02-24,22.0,
2022-02-25,16.0,
2022-02-26,11.0,
2022-02-27,11.0,
2022-02-28,14.0,
2022-03-01,15.0,
2022-03-02,14.0,
2022-03-03,13.0,
2022-03-04,12.0,
2022-03-05,11.0,
2022-03-06,10.0,
2022-03-07,12.0,
2022-03-08,11.0,
2022-03-09,13.0,
2022-03-10,11.0,
2022-03-11,11.0,
2022-03-12,9.0,
2022-03-13,10.0,
2022-03-14,10.0,
2022-03-15,10.0,
2022-03-16,10.0,
2022-03-17,10.0,
2022-03-18,10.0,
2022-03-19,9.0,
2022-03-20,9.0,
2022-03-21,9.0,
2022-03-22,10.0,
2022-03-23,10.0,
2022-03-24,10.0,
2022-03-25,10.0,
2022-03-26,9.0,
2022-03-27,9.0,
2022-03-28,12.0,
2022-03-29,10.0,
2022-03-30,9.0,
2022-03-31,10.0,
2022-04-01,10.0,
2022-04-02,9.0,
2022-04-03,8.0,
2022-04-04,9.0,
2022-04-05,9.0,
2022-04-06,10.0,
2022-04-07,9.0,
2022-04-08,9.0,
2022-04-09,8.0,
2022-04-10,8.0,
2022-04-11,11.0,
2022-04-12,9.0,
2022-04-13,9.0,
2022-04-14,9.0,
2022-04-15,8.0,
2022-04-16,7.0,
2022-04-17,7.0,
2022-04-18,9.0,
2022-04-19,8.0,
2022-04-20,8.0,
2022-04-21,8.0,
2022-04-22,8.0,
2022-04-23,7.0,
2022-04-24,7.0,
2022-04-25,10.0,
2022-04-26,9.0,
2022-04-27,9.0,
2022-04-28,9.0,
2022-04-29,8.0,
2022-04-30,7.0,
2022-05-01,8.0,
2022-05-02,8.0,
2022-05-03,8.0,1
2022-05-04,8.0,1
2022-05-05,10.0,1
2022-05-06,11.0,1
2022-05-07,8.0,1
2022-05-08,10.0,1
2022-05-09,17.0,1
2022-05-10,18.0,1
2022-05-11,20.0,1
2022-05-12,30.0,1
2022-05-13,23.0,1
2022-05-14,16.0,1
2022-05-15,15.0,1
2022-05-16,13.0,1
2022-05-17,13.0,1
2022-05-18,13.0,1
2022-05-19,12.0,1
2022-05-20,11.0,1
2022-05-21,11.0,1
2022-05-22,10.0,1
2022-05-23,11.0,1
2022-05-24,11.0,1
2022-05-25,10.0,1
2022-05-26,10.0,1
2022-05-27,10.0,1
2022-05-28,9.0,1
2022-05-29,8.0,1
2022-05-30,10.0,1
2022-05-31,10.0,1
2022-06-01,9.0,1
2022-06-02,9.0,1
2022-06-03,9.0,1
2022-06-04,8.0,1
2022-06-05,8.0,1
2022-06-06,8.0,1
2022-06-07,10.0,1
2022-06-08,9.0,1
2022-06-09,8.0,1
2022-06-10,8.0,1
2022-06-11,9.0,1
2022-06-12,11.0,1
2022-06-13,27.0,1
2022-06-14,27.0,1
2022-06-15,26.0,1
2022-06-16,22.0,1
2022-06-17,19.0,1
2022-06-18,27.0,1
2022-06-19,28.0,1
2022-06-20,21.0,1
2022-06-21,17.0,1
2022-06-22,17.0,1
2022-06-23,14.0,1
2022-06-24,14.0,1
2022-06-25,12.0,1
2022-06-26,11.0,1
2022-06-27,13.0,1
2022-06-28,12.0,1
2022-06-29,13.0,1
2022-06-30,15.0,1
2022-07-01,15.0,1
2022-07-02,12.0,1
2022-07-03,11.0,1
2022-07-04,13.0,1
2022-07-05,13.0,1
2022-07-06,12.0,1
2022-07-07,12.0,1
2022-07-08,13.0,1
2022-07-09,10.0,1
2022-07-10,10.0,1
2022-07-11,10.0,1
2022-07-12,11.0,1
2022-07-13,11.0,1
2022-07-14,11.0,1
2022-07-15,10.0,1
2022-07-16,10.0,1
2022-07-17,9.0,1
2022-07-18,11.0,1
2022-07-19,11.0,1
2022-07-20,12.0,1
2022-07-21,13.0,1
2022-07-22,11.0,1
2022-07-23,9.0,1
2022-07-24,8.0,1
2022-07-25,9.0,1
2022-07-26,10.0,1
2022-07-27,9.0,1
2022-07-28,10.0,1
2022-07-29,9.0,1
2022-07-30,8.0,1
2022-07-31,9.0,1
2022-08-01,9.0,1
2022-08-02,9.0,1
2022-08-03,8.0,1
2022-08-04,9.0,1
2022-08-05,9.0,1
2022-08-06,7.0,1
2022-08-07,7.0,1
2022-08-08,8.0,1
2022-08-09,8.0,1
2022-08-10,9.0,1
2022-08-11,9.0,1
2022-08-12,8.0,
2022-08-13,7.0,
2022-08-14,8.0,
2022-08-15,8.0,
2022-08-16,8.0,
2022-08-17,8.0,
2022-08-18,7.0,
2022-08-19,10.0,
2022-08-20,8.0,
2022-08-21,8.0,
2022-08-22,8.0,
2022-08-23,8.0,
2022-08-24,7.0,
2022-08-25,7.0,
2022-08-26,8.0,
2022-08-27,8.0,
2022-08-28,7.0,
2022-08-29,9.0,
2022-08-30,8.0,
2022-08-31,8.0,
2022-09-01,8.0,
2022-09-02,7.0,
2022-09-03,6.0,
2022-09-04,6.0,
2022-09-05,7.0,
2022-09-06,8.0,
2022-09-07,8.0,
2022-09-08,7.0,
2022-09-09,8.0,
2022-09-10,7.0,
2022-09-11,7.0,
2022-09-12,8.0,
2022-09-13,9.0,
2022-09-14,8.0,
2022-09-15,8.0,
2022-09-16,8.0,
2022-09-17,7.0,
2022-09-18,6.0,
2022-09-19,10.0,
2022-09-20,8.0,
2022-09-21,9.0,
2022-09-22,8.0,
2022-09-23,8.0,
2022-09-24,7.0,
2022-09-25,7.0,
2022-09-26,8.0,
2022-09-27,8.0,
2022-09-28,7.0,
2022-09-29,8.0,
2022-09-30,7.0,
2022-10-01,5.0,
2022-10-02,6.0,
2022-10-03,7.0,
2022-10-04,7.0,
2022-10-05,6.0,
2022-10-06,7.0,
2022-10-07,7.0,
2022-10-08,5.0,
2022-10-09,5.0,
2022-10-10,6.0,
2022-10-11,6.0,
2022-10-12,6.0,
2022-10-13,7.0,
2022-10-14,7.0,
2022-10-15,5.0,
2022-10-16,5.0,
2022-10-17,6.0,
2022-10-18,6.0,
2022-10-19,6.0,1
2022-10-20,6.0,1
2022-10-21,6.0,1
2022-10-22,4.0,1
2022-10-23,5.0,1
2022-10-24,6.0,1
2022-10-25,6.0,1
2022-10-26,7.0,1
2022-10-27,6.0,1
2022-10-28,6.0,1
2022-10-29,5.0,1
2022-10-30,5.0,1
2022-10-31,6.0,1
2022-11-01,6.0,1
2022-11-02,6.0,1
2022-11-03,6.0,1
2022-11-04,7.0,1
2022-11-05,6.0,1
2022-11-06,6.0,1
2022-11-07,6.0,1
2022-11-08,9.0,1
2022-11-09,15.0,1
2022-11-10,17.0,1
2022-11-11,14.0,1
2022-11-12,13.0,1
2022-11-13,12.0,1
2022-11-14,13.0,1
2022-11-15,11.0,1
2022-11-16,11.0,1
2022-11-17,10.0,1
2022-11-18,9.0,1
2022-11-19,8.0,1
2022-11-20,8.0,1
2022-11-21,10.0,1
2022-11-22,10.0,1
2022-11-23,8.0,1
2022-11-24,8.0,1
2022-11-25,8.0,1
2022-11-26,7.0,1
2022-11-27,6.0,1
2022-11-28,8.0,1
2022-11-29,8.0,1
2022-11-30,8.0,1
2022-12-01,7.0,1
2022-12-02,6.0,1
2022-12-03,6.0,1
2022-12-04,6.0,1
2022-12-05,7.0,1
2022-12-06,7.0,1
2022-12-07,7.0,1
2022-12-08,7.0,1
2022-12-09,6.0,1
2022-12-10,5.0,1
2022-12-11,5.0,1
2022-12-12,6.0,1
2022-12-13,7.0,1
2022-12-14,7.0,1
2022-12-15,7.0,1
2022-12-16,7.0,1
2022-12-17,7.0,1
2022-12-18,6.0,1
2022-12-19,7.0,1
2022-12-20,7.0,1
2022-12-21,7.0,1
2022-12-22,7.0,1
2022-12-23,6.0,1
2022-12-24,5.0,1
2022-12-25,5.0,1
2022-12-26,6.0,1
2022-12-27,6.0,1
2022-12-28,7.0,1
2022-12-29,6.0,1
2022-12-30,6.0,1
2022-12-31,5.0,1
2023-01-01,6.0,1
2023-01-02,7.0,1
2023-01-03,6.0,1
2023-01-04,6.0,1
2023-01-05,7.0,1
2023-01-06,6.0,1
2023-01-07,5.0,1
2023-01-08,6.0,1
2023-01-09,7.0,1
2023-01-10,7.0,1
2023-01-11,6.0,1
